"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","References","Publisher","Language of Original Document","Document Type","Source"
"Chen J.; Fang C.; Wang W.; Liu Y.","Chen, Junbai (57205405826); Fang, Cheng (55566649400); Wang, Wei (56726974300); Liu, Yongqing (57218829890)","57205405826; 55566649400; 56726974300; 57218829890","Variable-friction self-centering energy-dissipation braces (VF-SCEDBs) with NiTi SMA cables for seismic resilience","2020","Journal of Constructional Steel Research","113","10.1016/j.jcsr.2020.106318","https://www.scopus.com/pages/publications/85090367136?origin=resultslist","State Key Laboratory of Disaster Reduction in Civil Engineering & Department of Structural Engineering, Tongji University, Shanghai, 200092, China; China Shanxi Sijian Group Co., Ltd, Taiyuan, 030012, China","Chen J., State Key Laboratory of Disaster Reduction in Civil Engineering & Department of Structural Engineering, Tongji University, Shanghai, 200092, China; Fang C., State Key Laboratory of Disaster Reduction in Civil Engineering & Department of Structural Engineering, Tongji University, Shanghai, 200092, China; Wang W., State Key Laboratory of Disaster Reduction in Civil Engineering & Department of Structural Engineering, Tongji University, Shanghai, 200092, China; Liu Y., China Shanxi Sijian Group Co., Ltd, Taiyuan, 030012, China","This study introduces a Variable-Friction Self-Centering Energy-Dissipation Brace (VF-SCEDB) incorporating pre-tensioned superelastic NiTi shape memory alloy (SMA) cables and novel Variable Friction Devices (VFDs). The motivation behind the proposed member is to promote reliable energy dissipation without compromising the self-centering capability. In addition, the strength and the loading/unloading plateau stiffness of the brace can be adjusted separately by an appropriate combination of the NiTi SMA cables and the VFDs. The concept, configuration, and fundamental working principle of the VFD and VF-SCEDB are first presented. An experimental study on a proof-of-concept VF-SCEDB specimen is then conducted to understand its fundamental cyclic behavior. The results confirm that the proposed VF-SCEDB has the potential for exhibiting both excellent energy-dissipation and self-centering capabilities. Analytical models for predicting the hysteretic response of the VFD and the brace are also developed, and the prediction agrees well with the experimental results. Following the experimental program, a system-level analysis considering a series of 3-story concentrically braced steel frames employing different self-centering braces including the new VF-SCEDBs, is carried out. The results show that the frames can well control the residual deformation, but compared with other types of self-centering braces, the VF-SCEDB can more effectively reduce the peak deformation of the structures. © 2020 Elsevier Ltd","Resilience; Seismic performance; Self-centering brace; Shape memory alloy; Variable friction device","Cables; Deformation; Energy dissipation; Friction; Shape-memory alloy; Stiffness; Braced steel frames; Experimental program; Hysteretic response; NiTi shape memory alloys; Residual deformation; Seismic resilience; System-level analysis; Variable frictions; Titanium alloys","Civjan S.A.; Engelhardt M.D.; Gross J.L., Retrofit of pre-Northridge moment-resisting connections, J. Struct. Eng., 126, 4, pp. 445-452, (2000); Sabelli R.; Mahin S.; Chang C., Seismic demands on steel braced frame buildings with buckling-restrained braces, Eng. Struct., 25, 5, pp. 655-666, (2003); Jiang Z.; Yang X.; Dou C.; Li C.; Zhang A., Cyclic testing of replaceable damper: earthquake-resilient prefabricated column-flange beam-column joint, Eng. Struct., 183, pp. 922-936, (2019); Zhang A.; Zhang H.; Jiang Z.; Li C.; Liu X., Low cycle reciprocating tests of earthquake-resilient prefabricated column-flange beam-column joints with different connection forms, J. Constr. Steel Res., 164, (2020); Chu G.; Wang W.; Zhang Y., Nonlinear seismic performance of beam-through steel frames with self-centering modular panel and replaceable hysteretic dampers, J. Constr. Steel Res., 170, (2020); Ruiz-Garcia J.; Miranda E., Evaluation of residual drift demands in regular multi-storey frames for performance-based seismic assessment, Earthq. Eng. Struct. Dyn., 35, 13, pp. 1609-1629, (2006); Erochko J.; Christopoulos C.; Tremblay R.; Choi H., Residual drift response of SMRFs and BRB frames in steel buildings designed according to ASCE 7-05, J. Struct. Eng., 137, 5, pp. 589-599, (2011); Yao Z.; Wang W.; Fang C.; Zhang Z., An experimental study on eccentrically braced beam-through steel frames with replaceable shear links, Eng. Struct., 206, (2020); Fang C.; Yam M.C.H.; Lam A.C.C.; Zhang Y., Feasibility study of shape memory alloy ring spring systems for self-centring seismic resisting devices, Smart Mater. Struct., 24, 7, (2015); Christopoulos C.; Tremblay R.; Kim H.J.; Lacerte M., Self-centering energy dissipative bracing system for the seismic resistance of structures: development and validation, J. Struct. Eng., 134, 1, pp. 96-107, (2008); Chou C.C.; Chung P.T.; Cheng Y.T., Experimental evaluation of large-scale dual-core self-centering braces and sandwiched buckling-restrained braces, Eng. Struct., 116, pp. 12-25, (2016); Erochko J.; Christopoulos C.; Tremblay R.; Kim H.-J., Shake table testing and numerical simulation of a self-centering energy dissipative braced frame, Earthq. Eng. Struct. Dyn., 42, 11, pp. 1617-1635, (2013); Chou C.C.; Tsai W.J.; Chung P.T., Development and validation tests of a dual-core self-centering sandwiched buckling-restrained brace (SC-SBRB) for seismic resistance, Eng. Struct., 121, pp. 30-41, (2016); Erochko J.; Christopoulos C.; Tremblay R., Design and testing of an enhanced-elongation telescoping self-centering energy-dissipative brace, J. Struct. Eng., 141, 6, (2015); Fang C.; Yam M.C.H.; Ma H.; Chung K.F., Tests on superelastic Ni–Ti SMA bars under cyclic tension and direct-shear: towards practical recentring connections, Mater. Struct., 48, 4, pp. 1013-1030, (2013); Wang W.; Fang C.; Liu J., Large size superelastic SMA bars: heat treatment strategy, mechanical property and seismic application, Smart Mater. Struct., 25, 7, (2016); Qiu C.; Zhu S., Shake table test and numerical study of self-centering steel frame with SMA braces, Earthq. Eng. Struct. Dyn., 46, 1, pp. 117-137, (2017); Zhu S.; Zhang Y., Seismic analysis of concentrically braced frame systems with self-centering friction damping braces, J. Struct. Eng., 134, 1, pp. 121-131, (2008); Miller D.J.; Fahnestock L.A.; Eatherton M.R., Development and experimental validation of a nickel–titanium shape memory alloy self-centering buckling-restrained brace, Eng. Struct., 40, pp. 288-298, (2012); Eatherton M.R.; Fahnestock L.A.; Miller D.J., Computational study of self-centering buckling-restrained braced frame seismic performance, Earthq. Eng. Struct. Dyn., 43, 13, pp. 1897-1914, (2014); Wang W.; Fang C.; Zhang A.; Liu X., Manufacturing and performance of a novel self-centring damper with shape memory alloy ring springs for seismic resilience, Struct. Control. Health Monit., 26, 5, (2019); Fang C.; Wang W.; Zhang A.; Sause R.; Ricles J.M.; Chen Y., Behavior and Design of Self-Centering Energy Dissipative Devices Equipped with Superelastic SMA Ring Springs, J. Struct. Eng., 145, 10, (2019); Reedlunn B.; Daly S.; Shaw J., Superelastic shape memory alloy cables: part I - isothermal tension experiments, Int. J. Solids Struct., 50, 20−21, pp. 3009-3026, (2013); Fang C.; Zheng Y.; Chen J.; Yam M.C.H.; Wang W., Superelastic NiTi SMA cables: thermal-mechanical behavior, hysteretic modelling and seismic application, Eng. Struct., 183, pp. 533-549, (2019); Fang C.; Zhong Q.; Wang W.; Hu S.; Qiu C., Peak and residual responses of steel moment-resisting and braced frames under pulse-like near-fault earthquakes, Eng. Struct., 177, pp. 579-597, (2018); Moradi S.; Alam M.S.; Asgarian B., Incremental dynamic analysis of steel frames equipped with NiTi shape memory alloy braces, Struct. Design Tall Special Build., 23, 18, pp. 1406-1425, (2014); Qiu C.; Li H.; Ji K.; Hou H.; Tian L., Performance-based plastic design approach for multi-story self-centering concentrically braced frames using SMA braces, Eng. Struct., 153, pp. 628-638, (2017); Kitayama S.; Constantinou M.C., Fluidic self-centering devices as elements of seismically resistant structures: description, testing, modeling, and model validation, J. Struct. Eng., 143, 7, (2017); Hashemi A.; Zarnani P.; Masoudnia R.; Quenneville P., Seismic resistant rocking coupled walls with innovative resilient slip friction (RSF) joints, J. Constr. Steel Res., 129, pp. 215-226, (2017); Huang X.; Eatherton M.R.; Zhou Z., Initial stiffness of self-centering systems and application to self-centering-beam moment-frames, Eng. Struct., 203, (2020); National Standard of the People's Republic of China, Standard for Strand Cable with Swaging Anchorage (JT/T 850-2013), (2013); National Standard of the People's Republic of China, Code for Disc Spring (GB/T 1972-2005), (2005); Fang C.; Yam M.C.H.; Lam A.C.C.; Xie L., Cyclic performance of extended end-plate connections equipped with shape memory alloy bolts, J. Constr. Steel Res., 94, pp. 122-136, (2014); Liang D.; Zheng Y.; Fang C.; Yam M.C.H.; Zhang C., Shape memory alloy (SMA)-cable-controlled sliding bearings: development, testing, and system behavior, Smart Mater. Struct., 29, (2020); American Society of Civil Engineers (ASCE), Minimum Design Loads for Buildings and Other Structures. Reston, VA: ASCE/SEI 7-16, (2016); Mckenna F., OpenSees: a framework for earthquake engineering simulation, Comput. Sci. Eng., 13, 4, pp. 58-66, (2011); Sommerville P.; Smith N.; Punyamurthula S.; Sun J., Development of Ground Motion Time Histories for Phase 2 of the FEMA/SAC Steel Project, SAC Background Document SAC/BD-91/04, (1997); Federal Emergency Management Agency (FEMA), Seismic Performance Assessment of Buildings (Volume 1-Methodology). Washington: FEMA P-58-1, (2012); Qu B.; Sanchez-Zamora F.; Pollino M., Mitigation of inter-story drift concentration in multi-story steel concentrically braced frames through implementation of rocking cores, Eng. Struct., 70, pp. 208-217, (2014); Hu S.; Wang W.; Qu B., Enhancing seismic performance of tension-only concentrically braced beam-through frames through implementation of rocking cores, Eng. Struct., 169, pp. 68-80, (2018); Tremblay R.; Lacerte M.; Christopoulos C., Seismic response of multistory buildings with self-centering energy dissipative steel braces, J. Struct. Eng., 134, 1, pp. 108-120, (2008); Li J.; Wang W.; Qu B., Seismic design of low-rise steel building frames with self-centering panels and steel strip braces, Eng. Struct., 216, (2020)","Elsevier Ltd","English","Article","Scopus"
"Ran X.; Shi Y.; Ke K.","Ran, Xiaowei (57220600617); Shi, Yu (55715067900); Ke, Ke (49961615500)","57220600617; 55715067900; 49961615500","Novel self-centering cold-formed steel composite wall: Concept, theoretical analysis, and numerical investigation","2023","Thin-Walled Structures","12","10.1016/j.tws.2023.111169","https://www.scopus.com/pages/publications/85171612593?origin=resultslist","School of Civil Engineering, Chongqing University, Chongqing, 400045, China; Key Laboratory of New Technology for Construction of Cities in Mountain Area (Chongqing University), Ministry of Education, Chongqing, 400045, China","Ran X., School of Civil Engineering, Chongqing University, Chongqing, 400045, China, Key Laboratory of New Technology for Construction of Cities in Mountain Area (Chongqing University), Ministry of Education, Chongqing, 400045, China; Shi Y., School of Civil Engineering, Chongqing University, Chongqing, 400045, China, Key Laboratory of New Technology for Construction of Cities in Mountain Area (Chongqing University), Ministry of Education, Chongqing, 400045, China; Ke K., School of Civil Engineering, Chongqing University, Chongqing, 400045, China, Key Laboratory of New Technology for Construction of Cities in Mountain Area (Chongqing University), Ministry of Education, Chongqing, 400045, China","Cold-formed steel (CFS) structures exhibit considerable superiority in efficient and environmentally friendly building construction in high-seismic regions. The objective of this study is to develop and validate the concept of self-centering cold-formed steel composite (SC-CFSC) wall structures, and to characterize the lateral behavior of an SC-CFSC wall through numerical and theoretical analyses. Based on tests on shape memory alloy wires and CFSC walls, their hysteretic behavior is applied in ABAQUS to construct a finite element (FE) model of an SC-CFSC wall. The FE and theoretical analysis results of the SC-CFSC wall are in reasonable agreement, and valuable information regarding the design of the SC-CFSC wall is summarized. This study not only aims to provide a novel concept of self-centering CFS structures, but also to provide comprehensive explanation regarding the theoretical derivation and simulation procedures for characterizing the lateral behavior of both CFSC and SC-CFSC walls. © 2023 Elsevier Ltd","Cold-formed steel composite wall; Numerical analysis; Self-centering structure; Shape memory alloy; Theoretical analysis","Hysteresis; Shape-memory alloy; Studs (structural members); Walls (structural partitions); Cold-formed steel; Cold-formed steel composite wall; Cold-formed steel structures; Composite wall; Environmentally friendly buildings; Numerical investigations; Self centering; Self-centering structure; Steel composites; Theoretical analyse; ABAQUS","Serrette R.; Ogunfunmi K., Shear resistant of gypsum-sheathed light-gauge steel stud walls, J. Struct. Eng. ASCE, 122, 4, pp. 383-389, (1996); Serrette R.; Encalada J.; Juadines M.; Nguyen H., Static racking behavior of plywood, OSB, gypsum, and fiberbond walls with metal framing, J. Struct. Eng. ASCE, 123, 8, pp. 1079-1086, (1997); Fulop L.A.; Dubina D., Performance of wall-stud cold-formed shear panels under monotonic and cyclic loading Part I: Experimental research, Thin-Walled Struct., 42, pp. 321-338, (2004); Cheng Y., Shear resistance of cold-formed steel framed shear walls with 0.686 mm, 0.762 mm, and 0.838 mm steel sheet sheathing, Eng. Struct., 32, pp. 1522-1529, (2010); Cheng Y.; Yan W., Effective Width Method for determining distortional buckling strength of cold-formed steel flexural C and Z sections, Thin-Walled Struct., 49, pp. 233-238, (2011); Zhang W.; Mahdavian M.; Cheng Y., Lateral strength and deflection of cold-formed steel shear walls using corrugated sheathing, J. Constr. Steel Res., 148, pp. 399-408, (2018); Tian Y.; Wang J.; Lu T.; Barlow C.Y., An experimental study on the axial behaviour of cold-formed steel wall studs and panels, Thin-Walled Struct., 42, pp. 557-573, (2004); Derveni F.; Gerasimidis S.; Peterman K.D., Behavior of cold-formed steel shear walls sheathed with high-capacity sheathing, Eng. Struct., 225, (2020); Chen W.; Ye J.; Bai Y.; Zhao X., Full-scale fire experiments on load-bearing cold-formed steel walls lined with different panels, J. Constr. Steel Res., 79, pp. 242-254, (2012); Liu K.; Chen W.; Ye J.; Yin L.; Jiang J.; Liu B.; Zhang H., Full-scale experimental investigation of external-insulated cold-formed steel load-bearing walls under fire conditions, Struct, 32, pp. 149-160, (2021); Liu P.; Peterman K.D.; Schafer B.W., Impact of construction details on OSB-sheathed cold-formed steel framed shear walls, J. Constr. Steel Res., 101, pp. 114-123, (2014); Peterman K.D.; Nakata N.; Schafer B.W., Hysteretic characterization of cold-formed steel stud-to-sheathing connections, J. Constr. Steel Res., 101, pp. 254-264, (2014); Ye J.; Wang X.; Jia H.; zhao M., Cyclic performance of cold-formed steel shear walls sheathed with double-layer wallboards on both sides, Thin-Walled Struct., 92, pp. 146-159, (2015); Shi Y.; Ran X.W.; Xiao W.; Ke K.; Xiang Y.; Deng R., Experimental and numerical study of the seismic behavior of cold-formed steel walls with diagonal braces, Thin-Walled Struct., 159, (2021); Wang X.; Wang W.; Ye J.; Li Y., Synergistic shear behaviour of cold-formed steel shear walls and reinforced edge struts, J. Constr. Steel Res., 184, (2021); Schafer B.W.; Ayhan D.; Leng J.; Liu P.; Padilla-Llano D.; Peterman K.D.; Stehman M.; Buonopane S.G.; Eatherton M.; Madsen R.; Manley B.; Moen C.D.; Nakata N.; Rogers C.; Yu C., Seismic response and engineering of cold-formed steel framed buildings, Struct., 8, pp. 197-212, (2016); Hu Y.; Jiang L.Q.; Ye J.; Zhang X.; Jiang L.Z., Seismic responses and damage assessment of a mid-rise cold-formed steel building under far-fault and near-fault ground motions, Thin-Walled Struct., 163, (2021); Zhou X.; Yao X.; Xu L.; Shi Y.; Ke K.; Liu L., Shake table tests on a full-scale six-storey cold-formed thin-walled steel-steel plate shear wall structure, Thin-Walled Struct., 181, (2022); Lai M.; Lao W.; Tang W.; Hanzic L.; Wang Q.; Ho J., Dilatancy swerve in superplasticized cement powder paste, Constr. Build. Mater., 362, (2023); Wang L.; Sun J.; Ding T.; Liang Y.; Ho J.; Lai M., Manufacture and behaviour of innovative 3D printed auxetic composite panels subjected to low-velocity impact load, Structures, 38, pp. 910-933, (2022); Lai M.; Binhowimal S.; Hanzic L.; Wang Q.; Ho J., Cause and mitigation of dilatancy in cement powder paste, Constr. Build. Mater., 236, (2020); Lai M.; Binhowimal S.; Hanzic L.; Wang Q.; Ho J., Dilatancy mitigation of cement powder paste by pozzolanic and inert fillers, Struct. Concr., 21, 3, pp. 1164-1180, (2020); Lai M.; Zou J.; Yao B.; Ho J.; Zhuang X.; Wang Q., Improving mechanical behavior and microstructure of concrete by using BOF steel slag aggregate, Constr. Build. Mater., 277, (2021); Ke K.; Yam M.C.H.; Zhang P.; Shi Y.; Li Y.; Liu S., Self-centring damper with multi-energy-dissipation mechanisms: Insights and structural seismic demand perspective, J. Constr. Steel Res., 204, (2023); Zhou Z.; Chen Y.; Yam M.C.H.; Ke K.; He X., Experimental investigation of a high strength steel frame with curved knee braces subjected to extreme earthquakes, Thin-Walled Struct., 185, (2023); Zhang H.; Zhou X.; Ke K.; Yam M.C.H.; He X.; Li H., Self-centring hybrid-steel-frames employing energy dissipation sequences: Insights and inelastic seismic demand model, J. Build. Eng., 63, (2023); Hua W.; Ye J., Seismic risk assessment of reticulated shell structures considering multiple uncertainties, Thin-Walled Struct., 185, (2023); Bai J.; Chen H.; Ma G.; Duan L., Development of a four-tube-assembled buckling-restrained brace for convenient post-earthquake damage examination and replacement, J. Build. Eng., 50, (2022); Chen H.; Bai J., Seismic performance evaluation of buckling-restrained braced RC frames considering stiffness and strength requirements and low-cycle fatigue behaviors, Eng. Struct., 239, (2021); Bastami M.; Jazany R.A., Development of Eccentrically Interconnected Braced Frame (EIC-BF) for seismic regions, Thin-Walled Struct., 131, pp. 451-463, (2018); Bastamia M.; Jazany R.A.; Mohamadi A., Study of the seismic performance of centrically fused braced frame (CFBF), Thin-Walled Struct., 45, (2019); Bastami M.; Jazany R.A., Development of centrically fused braced frame (CFBF) for seismic regions, Soil Dyn. Earthq. Eng., 127, (2019); Bai J.; Chen H.; Liu M.; Jin S., Seismic performance analysis of PBL gusset connections in buckling-restrained braced RC frames, J. Build. Eng., 42, (2021); Zhou X.; Zhang H.; Ke K.; Guo L.; Yam M.C., Damage-control steel frames equipped with SMA connections and ductile links subjected to near-field earthquake motions: a spectral energy factor model, Eng. Struct., 239, (2021); Guan Y.; Zhou X.; Yao X.; Shi Y., Seismic performance of prefabricated sheathed cold-formed thin-walled steel buildings: Shake table test and numerical analyses, J. Constr. Steel Res., 167, (2020); Ke K.; Chen Y.; Zhou X.; Yam M.C.H.; Hu S., Experimental and numerical study of a brace-type hybrid damper with steel slit plates enhanced by friction mechanism, Thin-Walled Struct., 182, (2023); Zhou X.; Chen Y.; Ke K.; Yam M.C.H.; Li H., Hybrid steel staggered truss frame (SSTF): A probabilistic spectral energy modification coefficient surface model for damage-control evaluation and performance insights, J. Build. Eng., 45, (2022); Ke K.; Zhou X.; Zhang H.; Yam M.C.H.; Guo L.; Chen Y., Performance-based-plastic-design of damage-control steel MRFs equipped with self-centring energy dissipation bays, J. Constr. Steel Res., 192, (2022); Bian J.; Zhou X.; Ke K.; Yam M.C.H.; Wang Y., Seismic resilient steel substation with BI-TMDI: A theoretical model for optimal design, J. Constr. Steel Res., 192, (2022); Duerig T.; Melton K.; Stokel D.; Wayman C., Engineering Aspects of Shape Memory Alloys, (1990); Dolce M.; Cardone D., Mechanical behaviour of shape memory alloys for seismic applications 1. Martensite and austenite NiTi bars subjected to torsion, Int. J. Mech. Sci., 43, 11, pp. 2631-2656, (2001); Wang B.; Zhu S., Cyclic tension–compression behavior of superelastic shape memory alloy bars with buckling-restrained devices, Constr. Build. Mater., 186, pp. 103-113, (2018); Fang C.; Yam M.C.H.; Ma H.; Chung K., Tests on superelastic Ni–Ti SMA bars under cyclic tension and direct-shear: towards practical recentring connections, Mater. Struct., 48, pp. 1013-1030, (2015); Dolce M.; Cardone D., Mechanical behaviour of shape memory alloys for seismic applications 2. Austenite NiTi wires subjected to tension, Int. J. Mech. Sci., 43, 11, pp. 2657-2677, (2001); Kaup A.; Altay O.; Klinkel S., Strain amplitude effects on the seismic performance of dampers utilizing shape memory alloy wires, Eng. Struct., 244, (2021); Zhou X.; Ke K.; Yam M.C.H.; Zhao Q.; Huang Y.; Di J., Shape memory alloy plates: Cyclic tension-release performance, seismic applications in beam-to-column connections and a structural seismic demand perspective, Thin-Walled Struct., 167, (2021); Yam M.C.H.; Ke K.; Huang Y.; Zhou X.; Liu Y., A study of hybrid self-centring beam-to-beam connections equipped with shape-memory-alloy-plates and washers, J. Constr. Steel Res., 198, (2022); Zhou X.; Huang Y.; Ke K.; Yam M.C.H.; Zhang H.; Fang H., Large-size shape memory alloy plates subjected to cyclic tension: Towards novel self-centring connections in steel frames, Thin-Walled Struct., 185, (2023); Ozbulut O.E.; Daghash S.; Sherif M.M., Shape memory alloy cables for structural applications, J. Mater. Civ. Eng., 28, 4, (2016); Fang C.; Zheng Y.; Chen J.; Yam M.C.H.; Wang W., Superelastic NiTi SMA cables: thermal-mechanical behavior, hysteretic modelling and seismic application, Eng. Struct., 183, pp. 533-549, (2019); Shi F.; Ozbulut O.E.; Li Z.; Wu Z.G.; Ren F.; Zhou Y., Effects of ambient temperature on cyclic response and functional fatigue of shape memory alloy cables, J. Build. Eng., 52, (2022); Xiong G.; Zhang C.; Yao Y.; Ran X.; Zhang H., Experiment investigation on lateral performance of CFS composite walls sheathed with magnesium crystal board, Thin-Walled Struct., 176, (2022); Classification for burning behavior of building materials and products, (2012); Ke K.; Zhou X.; Zhu M.; Yam M.C.H.; Wang Y.; Zhang H., Seismic evaluation of industrial steel moment resisting frames with shape memory alloys using performance-spectra-based method, J. Build. Eng., 48, (2022); DesRoches R.; McCormick J., Properties of large-diameter shape memory alloys under cyclical loading, SPIE 5057, Smart Structures and Materials 2003: Smart Systems and Nondestructive Evaluation for Civil Infrastructures, (2003); Standard test methods for cyclic (Reversed) load test for shear resistance of walls for buildings. ASTM E2126-07, (2007); Ren F.; Tian S.; Gong L.; Wu J.; Mo J.; Lai C.; Lai M., Seismic performance of a ring beam joint connecting FTCES column and RC/ESRC beam with NSC, J. Build. Eng., 63, (2023); Guan M.; Liu W.; Lai M.; Du H.; Cui J.; Gan Y., Seismic behavior of innovative composite walls with high-strength manufactured sand concrete, Eng. Struct., 195, pp. 182-199, (2019); Chen M.; Cai A.; Pandey M.; Shen C.; Zhang Y.; Hu L., Mechanical properties of high strength steels and weld metals at arctic low temperatures, Thin-Walled Struct., 185, (2023); Chen M.; Chen Y.; Young B., Experimental investigation on cold-formed steel elliptical hollow section T-joints, Eng. Struct., 283, (2023); Iron J.; Federation S., Design guide for light gauge steel buildings, (2002); Shi Y.; Ran X.; Xiong G.; Li H.; Dong L., Numerical modeling on shear performance of braced cold-formed steel composite walls, J. Constr. Steel Res., 198, (2022); Reedlunn B.; Shaw J., Shape memory alloy cables, Proc. SPIE 6929, Behavior and Mechanics of Multifunctional and Composite Materials, (2008); Reedlunn B.; Shaw J.; Daly S.; Reedlunn B.; Daly S.; Shaw J., Superelastic shape memory alloy cables: Part I – Isothermal tension experiments, Int. J. Solids Struct., 50, pp. 3009-3026, (2013); Chen M.; Young B., Beam-column design of cold-formed steel semi-oval hollow non-slender sections, Thin-walled Struct., 162, (2021); Wang J.; Ke K.; Yam M.C.H.; Teng M.; Wang W., Improving structural robustness of steel frame buildings by enhancing floor deck connections, J. Constr. Steel Res., 204, (2023); Chen M.; Young B., Numerical analysis and design of cold-formed steel elliptical hollow sections under combined compression and bending, Eng. Struct., 241, (2021); Zhou X.; Tan Y.; Ke K.; Yam M.C.H.; Zhang H.; Xu J., An experimental and numerical study of brace-type long double C-section steel slit dampers, J. Build. Eng., 64, (2023); Yi S.; Chen M.; Young B., Design of concrete-filled cold-formed steel elliptical stub columns, Eng. Struct., 276, (2023); Lu W.; Chen M.; Shi Y.; Li B., Numerical simulation and specification provisions for cruciform cold-formed steel built-up columns, Struct, 51, pp. 484-497, (2023); Yi S.; Chen M.; Young B., Stub column behavior of concrete-filled cold-formed steel semi-oval sections, J. Struct. Eng., 149, (2023); He X.; Ke K.; Chen Y.; Yam M.C.H.; Shao T., Structural robustness evaluation of steel frame buildings with different composite slabs using reduced-order modeling strategies, J. Constr. Steel Res., 195, (2022); Chen M.; Young B.; Martins A.; Camotim D.; Dinis P., Uniformly bent CFS lipped channel beams experiencing local-distortional interaction: experimental investigation, J. Constr. Steel Rese., 170, (2020); Chen M.; Young B.; Martins A.; Camotim D.; Dinis P., Experimental investigation on cold-formed steel lipped channel beams affected by local-distortional interaction under non-uniform bending, Thin-walled Struct., 161, (2021); Chen M.; Young B.; Martins A.; Camotim D.; Dinis P., Experimental investigation on cold-formed steel stiffened lipped channel columns undergoing local-distortional interaction, Thin-walled Struct., 150, (2020); Code for seismic design of building, (2010)","Elsevier Ltd","English","Article","Scopus"
