"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","References","Publisher","Language of Original Document","Document Type","Source"
"Fantoni F.; Bacigalupo A.; Paggi M.","Fantoni, Francesca (55607767000); Bacigalupo, Andrea (55243988900); Paggi, Marco (35148174600)","55607767000; 55243988900; 35148174600","Multi-field asymptotic homogenization of thermo-piezoelectric materials with periodic microstructure","2017","International Journal of Solids and Structures","53","10.1016/j.ijsolstr.2017.04.009","https://www.scopus.com/pages/publications/85019831351?origin=resultslist","IMT School for Advanced Studies Lucca, Piazza S. Francesco 19, 55100 Lucca, Italy","Fantoni F., IMT School for Advanced Studies Lucca, Piazza S. Francesco 19, 55100 Lucca, Italy; Bacigalupo A., IMT School for Advanced Studies Lucca, Piazza S. Francesco 19, 55100 Lucca, Italy; Paggi M., IMT School for Advanced Studies Lucca, Piazza S. Francesco 19, 55100 Lucca, Italy","This study proposes a multi-field asymptotic homogenization for the analysis of thermo-piezoelectric materials with periodic microstructures. The effect of the microstructural heterogeneity is taken into account by means of periodic perturbation functions, which derive from the solution of nonhomogeneous recursive cell problems defined over the unit periodic cell. A strong coupling is present between the microdisplacement field and the microelectric potential field, since the mechanical and the electric problems are fully coupled in the asymptotically expanded microscale field equations. The microdisplacement, the electric potential, and the relative temperature fields have been related to the macroscopic quantities and to their gradients in the derived down-scaling relations. Average field equations of infinite order have been obtained and the closed form of the overall constitutive tensors has been determined for the equivalent first-order homogenized continuum. A formal solution of such equations has been derived by means of an asymptotic expansion of the macrofields. The accuracy of the proposed formulation is assessed in relation to illustrative examples of a bi-material periodic microstructure subjected to harmonic body forces, free charge densities, and heat sources, whose periodicity is much greater than the characteristic microstructural size. The good agreement obtained between the solution of the homogenized model and the finite element solution of the original heterogeneous material problem confirms the validity of the proposed formulation. © 2017","","Electric potential; Finite element method; Piezoelectric materials; Piezoelectricity; Asymptotic homogenization; Finite element solution; Heterogeneous materials; Macroscopic quantities; Microstructural heterogeneity; Periodic microstructure; Periodic perturbation; Relative temperatures; Microstructure","Aboudi J.; Pindera M.; Arnold S., Linear thermoelastic higher-order theory for periodic multiphase materials, J. Appl. Mech., 68, 5, pp. 697-707, (2001); Addessi D.; De Bellis M.; Sacco E., Micromechanical analysis of heterogeneous materials subjected to overall cosserat strains, Mech. Res. Commun., 54, pp. 27-34, (2013); Azar K.; Graebner J., Experimental determination of thermal conductivity of printed wiring boards, (1996); Bacca M.; Bigoni D.; Dal Corso F.; Veber D., Mindlin second-gradient elastic properties from dilute two-phase cauchy-elastic composites. part I: closed form expression for the effective higher-order constitutive tensor, Int. J. Solids Struct., 50, 24, pp. 4010-4019, (2013); Bacigalupo A., Second-order homogenization of periodic materials based on asymptotic approximation of the strain energy: formulation and validity limits, Meccanica, 49, 6, pp. 1407-1425, (2014); Bacigalupo A.; Gambarotta L., Second-order computational homogenization of heterogeneous materials with periodic microstructure, J. Appl. Math. Mech./Z. Angew. Math. Mech., 90, pp. 796-811, (2010); Bacigalupo A.; Gambarotta L., Computational dynamic homogenization for the analysis of dispersive waves in layered rock masses with periodic fractures, Comput. Geotech., 56, pp. 61-68, (2014); Bacigalupo A.; Gambarotta L., Second-gradient homogenized model for wave propagation in heterogeneous periodic media, Int. J. Solids Struct., 51, 5, pp. 1052-1065, (2014); Bacigalupo A.; Morini L.; Piccolroaz A., Effective elastic properties of planar sofcs: a non-local dynamic homogenization approach, Int. J. Hydrogen Energy, 39, 27, pp. 15017-15030, (2014); Bacigalupo A.; Morini L.; Piccolroaz A., Multiscale asymptotic homogenization analysis of thermo-diffusive composite materials, Int. J. Solids Struct., 85-86, pp. 15-33, (2016); Bacigalupo A.; Morini L.; Piccolroaz A., Overall thermomechanical properties of layered materials for energy devices applications, Compos. Struct., 157, pp. 366-385, (2016); Bakhvalov N.; Panasenko G., Homogenization: Averaging Processes in Periodic Media, (1984); Batra A.; Aggarwal M., Pyroelectric Materials: Infrared Detectors, Particle Accelerators and Energy Harvesters, (2013); Bensoussan A.; Lions J.; Papanicolaou G., Asymptotic Analysis for Periodic Structures, (1978); Berger H.E.A., A comprehensive numerical homogenisation technique for calculating effective coefficients of uniaxial piezoelectric fibre composites, Mater. Sci. Eng. A, 412, 1, pp. 53-60, (2005); Bigoni D.; Drugan W., Analytical derivation of cosserat moduli via homogenization of heterogeneous elastic materials, J. Appl. Mech., 74, 4, pp. 741-753, (2007); De Rossi D.; Dario P., Biomedical applications of piezoelectric and pyroelectric polymers, Ferroelectrics, 49, 1, pp. 49-58, (1983); Deraemaeker A.; Nasser H., Numerical evaluation of the equivalent properties of macro fiber composite (MFC) transducers using periodic homogenization, Int. J. Solids Struct., 47, 24, pp. 3272-3285, (2010); Eringen A.C.; Maugin G.A., Electrodynamics of Continua I: Foundations and Solid Media, (2012); Forest S.; Aifantis E.C., Some links between recent gradient thermo-elasto-plasticity theories and the thermomechanics of generalized continua, Int. J. Solids Struct., 47, 25, pp. 3367-3376, (2010); Forest S.; Sab K., Cosserat overall modeling of heterogeneous materials, Mech. Res. Commun., 25, 4, pp. 449-454, (1998); Forest S.; Trinh D., Generalized continua and nonhomogeneous boundary conditions in homogenisation methods, J. Appl. Math. Mech./Z. Angew. Math. Mech., 91, 2, pp. 90-109, (2011); Graf A.; Arndt M.; Sauer M.; Gerlach G., Review of micromachined thermopiles for infrared detection, Meas. Sci. Technol., 18, 7, (2007); Green A.E.; Lindsay K.A., Thermoelasticity, J. Elast., 2, 1, pp. 1-7, (1972); Guo Q.; Cao G.; Shen I., Measurements of piezoelectric coefficient d33 of lead zirconate titanate thin films using a mini force hammer, J. Vib. Acoust., 135, 1, (2003); Hsiao C.; Jia-Wai J., Pyroelectric harvesters for generating cyclic energy, Energies, 8, 5, pp. 3489-3502, (2015); Hsiao C.; Jia-Wai J.; An-Shen S., Study on pyroelectric harvesters integrating solar radiation with wind power, Energies, 8, 7, pp. 7465-7477, (2015); Kanoute P.; Boso D.; Chaboche J.; Schrefler B., Multiscale methods for composites: a review, Arch. Comput. Methods Eng., 16, 1, pp. 31-75, (2009); Kimata M., Trends in small-format infrared array sensors, (2013); Kommepalli H.; Mateti K.; Rahn C.; Tadigadapa S., Displacement and blocking force performance of piezoelectric t-beam actuators, (2010); Kouznetsova V.; Geers M.; Brekelmans W., Multi-scale second-order computational homogenization of multi-phase materials: a nested finite element solution strategy, Comput. Methods Appl. Mech. Eng., 193, 48, pp. 5525-5550, (2004); Malmonge L.; Malmonge J.; Sakamoto W., Study of pyroelectric activity of pzt/pvdf-hfp composite, Mater. Res., 6, 4, pp. 469-473, (2003); Mehrabadi M.; Cowin S., Eigentensors of linear anisotropic elastic materials, Q. J. Mech. Appl. Math., 43, 1, pp. 15-41, (1990); Miehe C.; Schroder J.; Schotte J., Computational homogenization analysis in finite plasticity simulation of texture development in polycrystalline materials, Comput. Methods Appl. Mech. Eng., 171, pp. 387-418, (1999); Mindlin R., Equations of high frequency vibrations of thermopiezoelectric crystal plates, Int. J. Solids Struct., 10, 6, pp. 625-637, (1974); Moulson A.; Herbert J., Electroceramics: Materials, Properties, appliczations, (2003); Nowacki W., Thermoelasticity, (1986); Peerlings R.; Fleck N., Computational evaluation of strain gradient elasticity constants, Int. J. Multiscale Comput. Eng., 2, 4, (2004); Pettermann H.; Suresh S., A comprehensive unit cell model: a study of coupled effects in piezoelectric 13 composites, Int. J. Solids Struct., 37, 39, pp. 5447-5464, (2000); Salvadori A.; Bosco E.; Grazioli D., A computational homogenization approach for li-ion battery cells. part 1 - formulation, J. Mech. Phys. Solids, 65, pp. 114-137, (2014); Schroder J.; Keip M., Two-scale homogenization of electromechanically coupled boundary value problems, Comput. Mech., 50, 2, pp. 229-244, (2012); Smyshlyaev V.; Cherednichenko K., On rigorous derivation of strain gradient effects in the overall behaviour of periodic heterogeneous media, J. Mech. Phys. Solids, 48, 6, pp. 1325-1357, (2000); Umemiya S.; Hida M.; Aoki T.; Kondo M., Piezoelectric properties of PZT film prepared by chemical solution deposition method, (2006); Wang G.; Cheng Z.; Becker K.; Wilde J., Applying anand model to represent the viscoplastic deformation behavior of solder alloys, J. Electron. Packag., 123, 3, pp. 247-253, (2001); Wilson S.; Jourdain R.; Zhang Q.; Dorey R.; Bowen C.; Willander M.; Wahab Q.; Al-hilli S.; Nur O.; Quandt E.; Johansson C., New materials for micro-scale sensors and actuators: an engineering review, Mater. Sci. Eng. R, 56, 1, pp. 1-129, (2007); Wojnar R., Thermodynamics of solids with a state equation, J. Theor. Appl. Mech., 37, 4, pp. 809-827, (1999); Yang J., An Introduction to the Theory of Piezoelectricity, 9, (2004); Zah D.; Miehe C., Computational homogenization in dissipative electro-mechanics of functional materials, Comput. Methods Appl. Mech. Eng., 267, pp. 487-510, (2013); Zhang H.; Zhang S.; Bi J.; Schrefler B., Thermomechanical analysis of periodic multiphase materials by a multiscale asymptotic homogenization approach, Int. J. Numer. Methods Eng., 69, 1, pp. 87-113, (2007); Zienkiewicz O.; Taylor R., The Finite Element Method, (1977)","Elsevier Ltd","English","Article","Scopus"
"Mirzaeifar R.; Desroches R.; Yavari A.","Mirzaeifar, Reza (15750875300); Desroches, Reginald (6603925105); Yavari, Arash (7102533121)","15750875300; 6603925105; 7102533121","A combined analytical, numerical, and experimental study of shape-memory-alloy helical springs","2011","International Journal of Solids and Structures","122","10.1016/j.ijsolstr.2010.10.026","https://www.scopus.com/pages/publications/78650169279?origin=resultslist","George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, GA 30332, United States; School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, GA 30332, United States","Mirzaeifar R., George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, GA 30332, United States; Desroches R., School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, GA 30332, United States; Yavari A., School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, GA 30332, United States","In this paper, the pseudoelastic response of shape memory alloy (SMA) helical springs under axial force is studied both analytically and numerically. In the analytical solution two different approximations are considered. In the first approximation, both the curvature and pitch effects are assumed to be negligible. This is the case for helical springs with large ratios of mean coil radius to the cross sectional radius (spring index) and small pitch angles. Using this assumption, analysis of the helical spring is reduced to that of the pure torsion of a straight bar with circular cross section. A three-dimensional phenomenological macroscopic constitutive model for polycrystalline SMAs is reduced to the one-dimensional pure shear case and a closed-form solution for torsional response of SMA bars in loading and unloading is obtained. In the next step, the curvature effect is included and the SMA helical spring is analyzed using the exact solution presented for torsion of curved SMA bars. In this refined solution, the effect of the direct shear force is also considered. In the numerical analyses, the three-dimensional constitutive equations are implemented in a finite element method and using solid elements the loading-unloading of an SMA helical spring is simulated. Analytical and numerical results are compared and it is shown that the solution based on the SMA curved bar torsion gives an accurate stress analysis in the cross section of the helical SMA spring in addition to the global load-deflection response. All the results are compared with experimental data for a Nitinol helical spring. Several case studies are presented using the proposed analytical and numerical solutions and the effect of changing different parameters such as the material properties and temperature on the loading-unloading hysteretic response of SMA helical springs is studied. Finally, some practical recommendations are given for improving the performance of SMA helical springs used as energy dissipating devices, for example for seismic applications. © 2010 Elsevier Ltd. All rights reserved.","Helical spring; Pseudoelastic; Shape memory alloy (SMA); Torsion","Alloys; Cerium alloys; Constitutive equations; Finite element method; Flight dynamics; Loading; Numerical methods; Shape memory effect; Stress analysis; Three dimensional; Torsional stress; Unloading; Accurate stress analysis; Analytical and numerical solutions; Analytical solutions; Axial forces; Circular cross-sections; Closed form solutions; Cross section; Curvature effect; Direct shear; Energy dissipating; Exact solution; Experimental data; Experimental studies; Global loads; Hysteretic response; Loading and unloading; Material property; Numerical results; Pitch effects; Polycrystalline; Practical recommendation; Pseudoelastic; Pseudoelastic response; Pure shear; Pure torsion; Seismic application; Shape memory alloy; Shape-memory; Small pitch; Solid elements; Spring index; Spring-in; Torsion; Torsional response; Helical springs","Ancker C.J.; Goodier J.N., Pitch and curvature corrections for helical springs, Transactions of the ASME-Journal of Applied Mechanics, 25, pp. 466-470, (1958); Ancker C.J.; Goodier J.N., Theory of pitch and curvature corrections for the helical springs-I (tension), Transactions of the ASME-Journal of Applied Mechanics, 25, pp. 471-483, (1958); Ancker C.J.; Goodier J.N., Theory of pitch and curvature corrections for the helical springs-II (torsion), Transactions of the ASME-Journal of Applied Mechanics, 25, pp. 484-495, (1958); Andrawes B.; Desroches R., Effect of hysteretic properties of superelastic shape memory alloys on the seismic performance of structures, Structural Control and Health Monitoring, 14, pp. 301-320, (2007); Andrawes B.; Desroches R., Sensitivity of seismic applications to different shape memory alloy models, ASCE Journal of Engineering Mechanics, 134, 2, pp. 173-183, (2008); Arghavani J.; Auricchio F.; Naghdabadi R.; Reali R.; Sohrabpour S., A 3-D phenomenological constitutive model for shape memory alloys under multiaxial loadings, International Journal of Plasticity, 26, 7, pp. 976-991, (2010); Auricchio F.; Fugazza D.; Desroches R., Numerical and experimental evaluation of the damping properties of shape-memory alloys, Journal of Engineering Materials and Technology-Transactions of the ASME, 128, 3, pp. 312-319, (2006); Bo Z.; Lagoudas D.C., Thermomechanical modeling of polycrystalline SMAs under cyclic loading, Part I: Analytical derivations, International Journal of Engineering Science, 37, pp. 1089-1140, (1999); Boyd J.G.; Lagoudas D.C., A thermodynamic constitutive model for the shape memory alloy materials. Part I. The monolithic shape memory alloy, International Journal of Plasticity, 12, pp. 805-842, (1996); Brinson L.C., One-dimensional constitutive behavior of shape memory alloy: Thermomechanical derivation with non-constant material functions and redefined martensite internal variable, Journal of Intelligent Material Systems and Structures, 4, pp. 229-242, (1993); Brook G.B., Applications of titanium-nickel shape memory alloys, Materials and Design, 4, 4, pp. 835-840, (1983); Cardano G.; Witmer T.R.; Ore O., The Rules of Algebra: (Ars Magna), (2007); Chang L.C.; Read T.A., Plastic deformation and diffusionless phase changes in metals - The gold-cadmium beta-phase, Transactions of the American Institute of Mining and Metallurgical Engineering, 191, 1, pp. 47-52, (1951); Chang L.C.; Read T.A., Experimental evidence of relaxation diffusionless phase changes of single crystal beta-AU-CD alloys containing 47.5 atomic percent CD, Physical Review, 82, 5, (1951); Chen T., A homogeneous elliptical shaft may not warp under torsion, Acta Mechanica, 169, pp. 221-224, (2004); Desroches R.; Delemont M., Seismic retrofit of simply supported bridges using shape memory alloys, Engineering Structures, 24, pp. 325-332, (2002); Desroches R.; Smith B., Shape memory alloys in seismic resistant design and retrofit: A critical review of their potential and limitations, Journal of Earthquake Engineering, 8, pp. 415-429, (2004); Dong Y.; Boming Z.; Jun L., A changeable aerofoil actuated by shape memory alloy springs, Materials Science and Engineering A, 485, pp. 243-250, (2008); Goldberg D.E., Genetic Algorithms in Search, Optimization, and Machine Learning, (1989); Hartl D.J.; Lagoudas D.C., Aerospace applications of shape memory alloys, Proceedings of the IMechE Part G: Journal of Aerospace Engineering, 221, pp. 535-552, (2007); Higgins T.J., A comprehensive review of Saint-Venant's torsion problem, American Journal of Physics, 10, 5, pp. 248-259, (1942); Jacobus K.; Sehitoglu H.; Balzer M., Effect of stress state on the stress-induced martensitic transformation in polycrystalline NiTi alloy, Metallurgical and Materials Transactions A, 27, (1996); Jee K.K.; Hana J.H.; Jang W.Y., A method of pipe joining using shape memory alloys, Materials Science and Engineering A, 438-440, pp. 1110-1112, (2006); Kastner O., Molecular-dynamics of a 2D model of the shape memory effect-Part I: Model and simulations, Continuum Mechanics and Thermodynamics, 15, pp. 487-502, (2003); Kastner O., Molecular-dynamics of a 2D model of the shape memory effect-Part II: Thermodynamics of a small system, Continuum Mechanics and Thermodynamics, 18, pp. 63-81, (2006); Shape Memory Alloys: Modeling and Engineering Applications, (2008); Lee C.Y.; Zhuo H.C.; Hsu C.W., Lateral vibration of a composite stepped beam consisted of SMA helical spring based on equivalent Euler-Bernoulli beam theory, Journal of Sound and Vibration, 324, pp. 179-193, (2009); Liang C.; Rogers C.A., The multi-dimensional constitutive relations of shape memory alloys, Journal of Engineering Mathematics, 26, pp. 429-443, (1992); Liang C.; Rogers C.A., Design of shape memory alloy springs with applications in vibration control, Journal of Intelligent Material Systems and Structures, 8, 4, pp. 314-322, (1997); McCormick J.; Desroches R., The Effect of training, pre-straining, and loading history on the properties of NiTi shape memory alloys for protective systems in civil engineering, Proceedings of the ASCE Structures Congress, (2006); McCormick J.; Desroches R.; Fugazza D.; Auricchio F., Seismic vibration control using superelastic shape memory alloys, Journal of Engineering Materials and Technology-Transactions of the ASME, 128, 3, pp. 294-301, (2006); Mirzaeifar R.; Shakeri M.; Sadighi M., Nonlinear finite element formulation for analyzing shape memory alloy cylindrical panels, Smart Materials and Structures, 18, 3, (2009); Mirzaeifar R.; Desroches R.; Yavari A., Exact solutions for pure torsion of shape memory alloy circular bars, Mechanics of Materials, 42, 8, pp. 797-806, (2010); Mirzaeifar R.; Shakeri M.; Desroches R.; Yavari A., A semi-analytic analysis of shape memory alloy thick-walled cylinders under internal pressure, Archive of Applied Mechanics.; Muller I.; Seelecke S., Thermodynamic aspects of shape memory alloys, Mathematical and Computer Modelling, 34, 1213, pp. 1307-1355, (2001); Muller I.; Xu H., On the pseudo-elastic hysteresis, Acta Metallurgica Matereralia, 39, 3, pp. 263-271, (1991); Papadimitriou C.H.; Steiglitz K., Combinatorial Optimization: Algorithms and Complexity, (1982); Petrini L.; Migliavacca F.; Massarotti P.; Schievano S.; Dubini G.; Auricchio F., Computational studies of shape memory alloy behavior in biomedical applications, Journal of Biomechanical Engineering, 127, pp. 716-725, (2005); Popov P.; Lagoudas D.C., A 3-D constitutive model for shape memory alloys incorporating pseudoelasticity and detwinning of self-accommodated martensite, International Journal of Plasticity, 23, pp. 1679-1720, (2007); Qidwai M.A.; Lagoudas D.C., On thermomechanics and transformation surfaces of polycrystalline NiTi shape memory alloy material, International Journal of Plasticity, 16, pp. 1309-1343, (2000); Qidwai M.A.; Lagoudas D.C., Numerical implementation of a shape memory alloy thermomechanical constitutive model using return mapping algorithms, International Journal for Numerical Methods in Engineering, 47, pp. 1123-1168, (2000); Sokolnikoff I.S., Mathematical Theory of Elasticity, (1956); Speicher M.; Hodgson D.E.; Desroches R.; Leon R.T., Shape memory alloy tension/compression device for seismic retrofit of buildings, Journal of Materials Engineering and Performance, 18, pp. 746-753, (2009); Tanaka K., A thermomechanical sketch of shape memory effect: One-dimensional tensile behavior, Res Mechanica, 18, 3, pp. 251-263, (1986); Tanaka K.; Nishimura F.; Hayashi T.; Tobushi H.; Lexcellent C., Phenomenological analysis on subloops and cyclic behavior in shape memory alloys under mechanical and/or thermal loads, Mechanics of Materials, 19, pp. 281-292, (1995); Tanaka Y.; Himuro Y.; Kainuma R.; Sutou Y.; Omori T.; Ishida K., Ferrous polycrystalline shape-memory alloy showing huge superelasticity, Science, 327, pp. 1488-1490, (2010); Tobushi H.; Tanaka K., Deformation of a shape memory alloy helical spring: Analysis based on stress-strain-temperature relation, JSME International Journal, Series i, 34, pp. 83-89, (1991); Toi Y.; Lee J.B.; Taya M., Finite element analysis of superelastic, large deformation behavior of shape memory alloy helical springs, Computers and Structures, 82, pp. 1685-1693, (2004); Voit W.; Ware T.; Dasari R.R.; Smith P.; Danz L.; Simon D.; Barlow S.; Marder S.R.; Gall K., High-strain shape-memory polymers, Advanced Functional Materials, 20, pp. 162-171, (2010); Wahl A.M., Mechanical Springs, (1944); Xua M.B.; Song G., Adaptive control of vibration wave propagation in cylindrical shells using SMA wall joint, Journal of Sound and Vibration, 278, pp. 307-326, (2004)","","English","Article","Scopus"
"Wang L.; Xu J.; Han Q.","Wang, Lichen (56830217100); Xu, Jie (36775561600); Han, Qinghua (57204033531)","56830217100; 36775561600; 57204033531","Effects of Cross-Sectional Size and Shape on the Longitudinal Tensile and Anchoring Properties of CFRP Cables","2019","Journal of Materials in Civil Engineering","11","10.1061/(ASCE)MT.1943-5533.0002679","https://www.scopus.com/pages/publications/85062966005?origin=resultslist","Institute of Industrial Science, Univ. of Tokyo, Komaba 4-6-1, Meguro-ku, Tokyo, 1538505, Japan; School of Civil Engineering, Key Laboratory of Coast Civil Structure and Safety of Ministry of Education, Tianjin Univ., 135 Yaguan Rd., Jinnan District, Tianjin, 300350, China","Wang L., Institute of Industrial Science, Univ. of Tokyo, Komaba 4-6-1, Meguro-ku, Tokyo, 1538505, Japan; Xu J., School of Civil Engineering, Key Laboratory of Coast Civil Structure and Safety of Ministry of Education, Tianjin Univ., 135 Yaguan Rd., Jinnan District, Tianjin, 300350, China; Han Q., School of Civil Engineering, Key Laboratory of Coast Civil Structure and Safety of Ministry of Education, Tianjin Univ., 135 Yaguan Rd., Jinnan District, Tianjin, 300350, China","Carbon fiber-reinforced polymer (CFRP) is very suitable for use as a prestressed cable and can replace conventional steel cables in cable roofs. In engineering practice, the anchoring length increases rapidly as the cross-sectional area of the CFRP cable increases, owing to the strong orthotropy of unidirectional CFRP material, which inevitably leads to an increase in the weight of anchorages. As a part of the cable roof, an excessive increase in the weight of anchorages offsets the advantage of the light weight of CFRP cables and impedes the improvement of the span of CFRP cable roofs. Therefore, it is necessary to investigate the effects of the cross-sectional size and shape on the anchoring length of CFRP cables for striking a balance between the anchoring properties and weight of anchorages. In this study, a series of static tensile tests were conducted on various sizes of CFRP pultruded plates and rods. Based on experimental results and anchoring forms, the anchoring lengths of CFRP plates and rods are calculated and analyzed. Optimized cross-sectional design sizes of CFRP cables are proposed to obtain a highly efficient anchoring length. This is a critical design step for controlling the weight of anchorages before the application of full-scale CFRP cable roofs in engineering practice. The results of this research can help to promote the widespread and standardized application of CFRP cables in cable roofs. © 2019 American Society of Civil Engineers.","Anchoring length; Cable roof; Carbon fiber-reinforced polymer (CFRP) cable; Cross-sectional size and shape; Longitudinal tensile properties","Anchorages (foundations); Cable supported roofs; Carbon fiber reinforced plastics; Fiber reinforced plastics; Reinforced plastics; Reinforcement; Scales (weighing instruments); Steel fibers; Tensile testing; Anchoring length; Anchoring properties; Carbon fiber reinforced polymer; Cross-sectional design; Engineering practices; Longitudinal tensile; Size and shape; Static tensile tests; anchor; carbon; civil engineering; design; polymer; reinforcement; roof; steel structure; structural analysis; tensile strength; Cables","Guide Test Methods for Fiber Reinforced Polymers (FRPs) for Reinforcing or Strengthening Concrete Structures, (2004); Al-Mayah A.; Soudki K.; Plumtree A., Mechanical behavior of CFRP rod anchors under tensile loading, J. Compos. Constr., 5, 2, pp. 128-135, (2001); Al-Mayah A.; Soudki K.; Plumtree A., FEM and mathematical models of the interfacial contact behaviour of CFRP-metal couples, Compos. Struct., 73, 1, pp. 33-40, (2006); Al-Mayah A.; Soudki K.; Plumtree A., Effect of rod profile and strength on the contact behavior of CFRP-metal couples, Compos. Struct., 82, 1, pp. 19-27, (2008); Standard Test Method for Tensile Properties of Polymer Matrix Composite Materials, (2014); Standard Test Method for Tensile Properties of Fiber Reinforced Polymer Matrix Composite Bars, (2016); Standard Test Method for Tensile Properties of Pultruded Glass-fiber-reinforced Plastic Rod, (2016); Collings T.A., Transverse compressive behavior of unidirectional carbon fibre reinforced plastic, Composites, 5, 3, pp. 108-116, (1974); Fang Z.; Zhang K.Y.; Tu B., Experimental investigation of a bond-type anchorage system for multiple FRP tendons, Eng. Struct., 57, 1, pp. 364-373, (2013); Feng P.; Ye L.P.; Teng J.G., Large-span woven web structure made of fiber-reinforced polymer, J. Compos. Constr., 11, 2, pp. 110-119, (2007); Gonzalez C.; Llorca J., Mechanical behavior of unidirectional fiber-reinforced polymers under transverse compression: Microscopic mechanisms and modeling, Compos. Sci. Technol., 67, 13, pp. 2795-2806, (2007); Han Q.H.; Wang L.C.; Xu J., Experimental research on mechanical properties of transverse enhanced and higherature-resistant CFRP tendons for prestressed structure, Constr. Build. Mater., 98, 1, pp. 864-874, (2015); Han Q.H.; Wang L.C.; Xu J., Experimental research on fracture behaviors of damaged CFRP tendons: Fracture mode and failure analysis, Constr. Build. Mater., 112, 1, pp. 1013-1024, (2016); Han Q.H.; Wang L.C.; Xu J., Test and numerical simulation of large angle wedge type of anchorage using transverse enhanced CFRP tendons for beam string structure, Constr. Build. Mater., 144, 1, pp. 225-237, (2017); Liu Y.; Zwingmann B.; Schlaich M., Carbon fiber reinforced polymer for cable structures: A review, Polymers, 7, 10, pp. 2078-2099, (2015); Mei K.H.; Seracino R.; Lv Z.T., An experimental study on bond-type anchorages for carbon fiber-reinforced polymer cables, Constr. Build. Mater., 106, 1, pp. 584-591, (2016); Meier U., Proposal for a carbon fibre reinforced composite bridge across the Strait of Gibraltar at its narrowest site, Proc. Inst. Mech. Eng. B, 201, 2, pp. 73-78, (1987); Meier U., Carbon fiber reinforced polymer cables: Why? Why not? What if?, Arab. J. Sci. Eng., 37, 2, pp. 399-411, (2012); Mohee F.M.; Al-Mayah A.; Plumtree A., Anchor for CFRP plates: State-of-the-art review and future potential, Composites Part B, 90, 1, pp. 432-442, (2016); Schlaich M.; Liu Y.; Zwingmann B., Spoke-wheel cable roof with CFRP tension members, Bautechnik, 91, 10, pp. 728-741, (2014); Schlaich M.; Liu Y.; Zwingmann B., Carbon fibre reinforced polymer for orthogonally loaded cable net structures, Struct. Eng. Int., 25, 1, pp. 34-42, (2015); Schmidt J.W.; Bennitz A.; Taljsten B.; Goltermann P.; Pedersen H., Mechanical anchorage of FRP tendons - A literature review, Constr. Build. Mater., 32, 1, pp. 110-121, (2012); Tanks J.D.; Harris D.K.; Sharp S.R., Mechanical response of unidirectional composite bars loaded in transverse compression, Composites Part B, 97, 1, pp. 18-25, (2016); Wang L.C.; Zhang J.Y.; Xu J.; Han Q., Anchorage systems of CFRP cables in cable structures: A review, Constr. Build. Mater., 160, 1, pp. 82-99, (2018); Zhang B.R.; Benmokrane B., Design and evaluation of a new bond-type anchorage system for fiber reinforced polymer tendons, Can. J. Civ. Eng., 31, 1, pp. 14-26, (2004)","American Society of Civil Engineers (ASCE)","English","Article","Scopus"
